px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.83109	-6.4499	-2.61041	-2.71369	-0.381716	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.27549
7.96038	-6.38018	-2.62168	-2.72691	-0.37357	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.0906332
8.0168	-6.31045	-2.30783	-2.69472	-0.294829	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	4.59082
8.1309	-6.22891	-2.37037	-2.68997	-0.273551	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.441958
8.25041	-6.16188	-2.37005	-2.6957	-0.260828	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.212243
8.40028	-6.06191	-2.49596	-2.68644	-0.233751	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.740794
8.49997	-5.99694	-2.4221	-2.68022	-0.207052	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.495403
8.62488	-5.91041	-2.4998	-2.67122	-0.185613	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.39802
8.76153	-5.85126	-2.61727	-2.69173	-0.203965	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.586623
8.90547	-5.74809	-2.73288	-2.67506	-0.173966	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.786562
9.0003	-5.67231	-2.53627	-2.64705	-0.114699	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.00801
9.13324	-5.56353	-2.64508	-2.62388	-0.0829691	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.824545
9.22316	-5.47145	-2.45661	-2.58815	-0.0235798	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	2.47251
9.3528	-5.35054	-2.55638	-2.55923	0.00879256	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.8314
9.44263	-5.25646	-2.42234	-2.52659	0.0554569	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	1.46349
9.55886	-5.13949	-2.49797	-2.49924	0.081045	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.547684
9.67375	-5.0649	-2.5932	-2.5098	0.0565568	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.565478
9.775	-4.97617	-2.6053	-2.49854	0.0650958	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.0975666
9.85851	-4.88425	-2.43719	-2.46476	0.11242	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	1.55761
9.96107	-4.78931	-2.45205	-2.45159	0.119608	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.0567559
10.0351	-4.69455	-2.29186	-2.41242	0.1697	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	1.73742
10.1422	-4.55882	-2.40509	-2.3762	0.198454	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.733442
10.2315	-4.4564	-2.40024	-2.35476	0.211453	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.24308
10.3369	-4.32659	-2.48915	-2.32676	0.229218	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.320277
10.425	-4.22679	-2.49446	-2.30803	0.240612	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.287777
10.5301	-4.07374	-2.64848	-2.2704	0.268607	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.929441
10.6498	-3.96851	-2.79519	-2.28808	0.220026	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.53741
10.7478	-3.8248	-2.88292	-2.25947	0.238912	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.390072
10.7705	-3.69426	-2.61711	-2.16497	0.366084	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	7.51645
10.8547	-3.53351	-2.74524	-2.12579	0.388882	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.663539
10.9645	-3.42371	-2.87737	-2.15562	0.309978	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	3.25247
11.047	-3.28506	-2.92428	-2.13374	0.31693	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.0792525
11.0762	-3.14943	-2.77081	-2.06087	0.405676	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	3.68172
11.1473	-2.99697	-2.8487	-2.03155	0.415662	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.201378
11.1456	-2.83592	-2.66942	-1.91891	0.558776	11.1386	-2.78926	11.15	-2.8	0	2.73104	9.58165
11.1854	-2.68301	-2.69533	-1.8788	0.568237	11.141	-2.65084	11.15	-2.65	0	2.73102	0.169519
11.1929	-2.52826	-2.6597	-1.80157	0.641096	11.1042	-2.54354	11.15	-2.55	0	1.81785	2.39839
11.2066	-2.41607	-2.5644	-1.76589	0.641099	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.327232
11.2876	-2.32513	-2.53086	-1.82777	0.485337	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	12.1198
11.3317	-2.14534	-2.6929	-1.79805	0.490634	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.675588
11.3444	-1.9924	-2.68672	-1.74541	0.530757	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.690142
11.3639	-1.85486	-2.66226	-1.71534	0.531579	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0203186
11.3791	-1.70773	-2.66559	-1.67929	0.543303	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0853721
11.3869	-1.55149	-2.69064	-1.64422	0.548486	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0739766
11.3302	-1.38874	-2.72453	-1.5287	0.68465	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	7.43024
11.3064	-1.24222	-2.71185	-1.48185	0.693691	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.220714
11.2126	-1.0544	-2.93306	-1.34567	0.850989	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	10.316
11.1505	-0.910812	-2.89888	-1.28419	0.865826	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.528301
11.0796	-0.760491	-2.99279	-1.21372	0.907586	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.958331
11.0094	-0.628959	-2.977	-1.15804	0.918011	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.247519
10.8898	-0.461174	-3.25218	-1.05886	1.00468	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	4.45995
10.796	-0.336041	-3.22054	-0.99878	1.0153	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.178758
10.7025	-0.20432	-3.15391	-0.944957	1.01016	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.175988
10.5889	-0.137204	-2.99038	-0.861616	1.04355	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	1.24578
10.4422	-0.00526934	-3.32878	-0.777455	1.102	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	4.31911
10.3084	0.0559589	-3.22799	-0.694411	1.13437	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.910012
10.2152	0.114211	-2.91335	-0.64258	1.11591	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.52659
10.0865	0.118166	-2.77169	-0.542644	1.16741	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.05231
9.95011	0.182989	-2.83386	-0.470622	1.18079	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.848336
9.80011	0.186983	-2.75299	-0.366252	1.22602	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.41435
9.6396	0.232923	-2.94825	-0.294092	1.24184	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	1.36167
9.49117	0.236144	-2.91868	-0.207111	1.26991	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.527695
9.38244	0.229031	-2.45771	-0.123123	1.27962	9.22819	0.16178	9.35	0.15	-1.81963	0	4.74977
9.24816	0.212465	-2.43694	-0.032497	1.30272	9.24456	0.139817	9.25	0.15	-1.81962	0	0.327597
9.09523	0.223895	-2.6864	0.0251335	1.29489	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.29711
8.96189	0.225598	-2.689	0.0827973	1.28697	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0390573
8.81662	0.218703	-2.795	0.13896	1.27769	8.84168	0.257617	8.8	0.25	-2.99995	0	0.304499
8.67542	0.208379	-2.80265	0.192649	1.26598	8.65606	0.24536	8.65	0.25	-2.99994	0	0.102854
8.52801	0.18591	-2.86033	0.24781	1.25599	8.43549	0.247188	8.5	0.25	-2.99323	0	0.236427
8.38283	0.174431	-2.8664	0.288403	1.23064	8.34184	0.250769	8.35	0.25	-2.9932	0	0.443107
8.2414	0.137258	-2.8153	0.347897	1.22243	8.27073	0.243988	8.2	0.25	-2.73233	0	0.257256
8.08973	0.130621	-2.79956	0.374112	1.17703	8.03847	0.260731	8.05	0.25	-2.73234	0	1.18357
7.94641	0.0946187	-2.91719	0.410608	1.15014	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.734261
7.80178	0.0647416	-2.91411	0.441378	1.12041	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.686776
7.63367	0.0231183	-3.13377	0.461593	1.07494	7.46173	0.143776	7.6	0.15	-2.99599	0	2.23584
7.49141	0.00667482	-3.07943	0.472216	1.02758	7.45455	0.149294	7.45	0.15	-2.99596	0	1.33415
7.39278	-0.0567511	-2.70331	0.542771	1.05366	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	3.96042
7.27189	-0.0805743	-2.62447	0.56132	1.01075	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.1593
7.12478	-0.139966	-2.86557	0.58137	0.962548	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	3.07696
6.98573	-0.202952	-2.84534	0.612756	0.938869	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.455942
6.94502	-0.298412	-2.31221	0.72027	1.0229	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	8.5012
6.85282	-0.372766	-2.29191	0.768518	1.01427	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.0568683
6.68575	-0.447689	-2.86321	0.742713	0.898902	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	14.4142
6.57656	-0.545044	-2.87014	0.784089	0.894997	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0489309
6.51873	-0.685562	-2.60377	0.898821	0.992188	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	4.67152
6.43576	-0.814224	-2.63037	0.962804	1.00253	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.103952
6.39406	-0.953976	-2.53463	1.06542	1.08003	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	2.40492
6.33653	-1.09315	-2.59839	1.13348	1.09511	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.311472
6.26873	-1.23684	-2.65068	1.1919	1.09126	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.313268
6.21834	-1.39674	-2.71362	1.26094	1.10049	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.208755
6.24565	-1.63022	-2.85242	1.45392	1.30529	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	14.0019
6.25579	-1.77191	-2.79156	1.53539	1.31626	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.473108
6.26113	-1.90399	-2.76492	1.60321	1.31845	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.100317
6.28692	-2.03824	-2.74454	1.67971	1.32979	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.280003
6.30349	-2.16119	-2.59386	1.73827	1.30135	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.11733
6.33229	-2.31111	-2.62338	1.80955	1.29991	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0561682
6.38375	-2.48058	-2.77809	1.89177	1.31723	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.692039
6.43904	-2.6303	-2.79612	1.96467	1.31682	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0339227
6.45594	-2.69691	-2.22305	2.00488	1.25494	6.46538	-2.81029	6.45	-2.8	0	-2.72732	7.80993
6.49637	-2.84229	-2.30525	2.05325	1.22937	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.674022
6.55512	-3.00031	-2.54367	2.10538	1.21701	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.67624
6.60677	-3.17683	-2.65704	2.13381	1.17104	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.83626
6.66712	-3.31139	-2.57266	2.17561	1.14042	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.42262
6.7238	-3.49082	-2.68288	2.19044	1.08469	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.2484
6.78244	-3.61468	-2.52309	2.22447	1.05065	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	1.79593
6.83528	-3.78776	-2.61191	2.22736	0.988671	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.30881
6.88577	-3.89762	-2.38923	2.25418	0.953643	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	2.22914
6.93357	-4.06835	-2.47472	2.24495	0.885414	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.69269
6.97203	-4.15591	-2.19811	2.26446	0.853172	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	2.72839
7.01686	-4.29581	-2.2632	2.25843	0.799771	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.79827
7.11271	-4.43686	-2.66238	2.28523	0.790927	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	4.12189
7.18133	-4.59479	-2.73355	2.27803	0.739297	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	1.85526
7.23674	-4.68804	-2.49554	2.29531	0.714188	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	1.89655
7.30097	-4.8239	-2.54181	2.29309	0.672725	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.03353
7.37559	-4.93506	-2.45905	2.3125	0.652567	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.723091
7.43116	-5.09372	-2.50731	2.29001	0.589725	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.02011
7.54191	-5.23826	-2.9589	2.31011	0.584909	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	5.21806
7.61255	-5.4037	-3.0091	2.2875	0.528778	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	1.64178
7.66598	-5.49818	-2.64214	2.29179	0.499769	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	3.81338
7.72274	-5.63738	-2.66653	2.27489	0.45474	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.965896
7.82221	-5.77169	-2.84317	2.29042	0.446559	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.16862
7.89844	-5.93594	-2.88227	2.27192	0.400164	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.03409
7.95266	-6.02718	-2.43774	2.27627	0.376297	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	4.52827
8.01207	-6.16852	-2.46511	2.25857	0.335344	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.779801
8.10771	-6.2903	-2.59113	2.27353	0.332553	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.383376
8.18755	-6.41645	-2.60344	2.27433	0.313955	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.165083
8.30112	-6.55102	-2.82548	2.291	0.314942	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.0604
8.38251	-6.69205	-2.83774	2.28208	0.287025	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.350922
8.46674	-6.80523	-2.68078	2.28788	0.274763	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0.838703
8.52781	-6.95631	-2.69717	2.26034	0.229195	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.904355
8.61154	-7.07803	-2.66355	2.26176	0.216762	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.336479
8.65858	-7.2474	-2.69434	2.21646	0.155617	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.6208
8.74169	-7.36803	-2.75926	2.21896	0.150562	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.225297
8.80402	-7.50229	-2.77349	2.20131	0.123564	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.328512
8.88066	-7.6245	-2.72077	2.1997	0.113948	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.248308
8.93299	-7.78173	-2.73941	2.16616	0.071221	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.784408
9.00331	-7.90485	-2.67113	2.16106	0.0606479	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.25935
9.04302	-8.07245	-2.70175	2.11644	0.00925307	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.10829
9.11191	-8.19898	-2.67	2.11151	0.00294066	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.0841531
9.17656	-8.33313	-2.67447	2.10112	-0.00832285	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0552445
9.25495	-8.4661	-2.86411	2.10347	-0.00237817	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.01085
9.29902	-8.61199	-2.87645	2.07522	-0.0324636	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.410666
9.36124	-8.73729	-2.87069	2.06952	-0.0367742	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.160375
9.40721	-8.89104	-2.89982	2.04131	-0.0651867	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.364084
9.44758	-9.00647	-2.55526	2.0202	-0.0909619	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	3.23245
9.48833	-9.1444	-2.55974	1.99784	-0.109473	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.176112
9.54516	-9.27795	-2.61209	1.99047	-0.109871	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.163364
9.58374	-9.42501	-2.62659	1.96542	-0.130066	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.179065
9.64615	-9.57158	-2.70904	1.95996	-0.127012	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.260642
9.69084	-9.72439	-2.73032	1.93987	-0.140981	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0957918
9.75795	-9.87883	-2.90986	1.93973	-0.130433	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.15023
9.79128	-10.0275	-2.92273	1.91615	-0.148558	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.150002
9.81238	-10.1462	-2.58864	1.88688	-0.179446	9.75497	-10.1932	9.75	-10.2	0	-2.72857	2.79737
9.8211	-10.3113	-2.62737	1.84339	-0.215215	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.544522
9.86311	-10.461	-2.73499	1.8348	-0.208849	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.374065
9.88781	-10.6196	-2.75624	1.80988	-0.223146	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0906371
9.90222	-10.7458	-2.53473	1.78134	-0.246986	9.86786	-10.8223	9.85	-10.8	0	-2.72846	1.27319
9.90301	-10.9042	-2.56984	1.74249	-0.273707	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.311619
9.92026	-11.0431	-2.54907	1.72257	-0.279622	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.0610759
9.90699	-11.2074	-2.59366	1.67704	-0.311408	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.452521
9.92477	-11.3517	-2.69014	1.66555	-0.304163	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.294476
9.91264	-11.5125	-2.74351	1.6273	-0.328678	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.329976
9.89996	-11.6423	-2.52088	1.58626	-0.363083	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	1.76072
9.85251	-11.8144	-2.59345	1.52514	-0.406551	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.887376
9.82723	-11.9398	-2.43109	1.4825	-0.435958	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.941791
9.76333	-12.1066	-2.51497	1.41689	-0.479694	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.93023
9.71235	-12.2094	-2.24186	1.35293	-0.534463	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	2.72161
9.64343	-12.3427	-2.28837	1.29259	-0.566494	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.656807
9.56955	-12.4096	-1.90648	1.20227	-0.651995	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	6.22915
9.47764	-12.5305	-1.99482	1.12708	-0.692366	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	1.02254
9.40134	-12.601	-1.73704	1.03261	-0.774951	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	5.52386
9.25974	-12.729	-1.93106	0.925766	-0.840145	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	2.94174
9.17882	-12.8064	-1.90675	0.859056	-0.866866	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.493524
9.02781	-12.9249	-2.10674	0.761752	-0.916426	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	2.10618
8.92146	-12.9956	-2.10789	0.68564	-0.948933	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.810924
8.73519	-13.1165	-2.37712	0.58954	-0.991302	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	2.47055
8.52587	-13.1585	-2.48656	0.384569	-1.20471	8.43462	-13.263	8.4	-13.15	-2.72644	0	13.3273
8.35862	-13.2048	-2.57028	0.296676	-1.22517	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.747276
8.17416	-13.226	-2.76886	0.171555	-1.31654	8.10139	-13.1447	8.1	-13.15	-3.00083	0	2.79747
8.01746	-13.2326	-2.79963	0.0902785	-1.3309	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.53312
7.91625	-13.2546	-2.55909	0.0615747	-1.26219	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.37562
7.73243	-13.2708	-2.67815	-0.0073909	-1.25806	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.549006
7.53878	-13.2508	-2.92825	-0.108181	-1.30955	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	2.15937
7.379	-13.2101	-2.92	-0.193654	-1.32265	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.284376
7.26708	-13.1951	-2.63013	-0.240316	-1.27721	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.30196
7.10374	-13.1619	-2.69079	-0.304271	-1.26914	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.170147
6.9799	-13.1273	-2.55834	-0.362593	-1.25011	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.58142
6.78836	-13.0993	-2.69702	-0.400692	-1.21573	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.02576
6.72103	-13.0864	-2.11854	-0.436335	-1.15677	6.53838	-13.1322	6.55	-13.15	-1.81656	0	8.27078
6.56229	-13.0698	-2.22307	-0.45975	-1.1145	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.10431
6.44099	-13.0114	-2.26638	-0.517812	-1.11123	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.30946
6.27475	-12.974	-2.3724	-0.538909	-1.06897	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.14593
6.11193	-12.8693	-2.79084	-0.608212	-1.09229	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	3.69421
5.94398	-12.7988	-2.86066	-0.636064	-1.05813	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.631373
5.84098	-12.7392	-2.58712	-0.674237	-1.02865	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	1.91217
5.67053	-12.6806	-2.67034	-0.681132	-0.976544	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.25862
5.54039	-12.5789	-2.80908	-0.73177	-0.977133	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.576763
5.36293	-12.4997	-2.89594	-0.73656	-0.925311	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.22757
5.24987	-12.4056	-2.81092	-0.778258	-0.913514	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.285627
5.10907	-12.3132	-2.84597	-0.800494	-0.884163	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.356295
5.01584	-12.2233	-2.78037	-0.838398	-0.876637	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.265738
4.90645	-12.1263	-2.80027	-0.867661	-0.861173	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.106481
4.83916	-12.0455	-2.54132	-0.906409	-0.85198	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	1.59611
4.76665	-11.9419	-2.53946	-0.952377	-0.855484	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.00627433
4.65604	-11.789	-2.97096	-0.995202	-0.859439	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	4.40568
4.5684	-11.659	-2.98975	-1.03421	-0.854699	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.0773074
4.52755	-11.5733	-2.56582	-1.07868	-0.852829	4.53697	-11.5591	4.55	-11.55	0	1.99749	4.29305
4.49419	-11.4547	-2.54477	-1.1395	-0.872577	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.214629
4.39784	-11.2642	-3.12385	-1.17907	-0.863579	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	7.45226
4.37492	-11.0885	-3.11558	-1.25897	-0.898393	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.512592
4.38683	-10.9902	-2.42386	-1.34091	-0.938123	4.39651	-10.8822	4.45	-10.95	0	1.81807	10.2784
4.38938	-10.8567	-2.41063	-1.41436	-0.961839	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.309031
4.37383	-10.7204	-2.48071	-1.46749	-0.961297	4.493	-10.7885	4.45	-10.7	0	2.72865	0.325544
4.38729	-10.5747	-2.4925	-1.5405	-0.98254	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.210143
4.38794	-10.4305	-2.54093	-1.59516	-0.98214	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0861563
4.41065	-10.2792	-2.56555	-1.6631	-0.996492	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.124842
4.43326	-10.1398	-2.57601	-1.72152	-1.00004	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.125245
4.48732	-9.9839	-2.62091	-1.80041	-1.02497	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.328599
4.52919	-9.83523	-2.65123	-1.86064	-1.0285	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.202906
4.59875	-9.67964	-2.70523	-1.93554	-1.04749	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.24287
4.66263	-9.54014	-2.72709	-1.9969	-1.0506	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.122623
