px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
5.66392	-12.6922	-2.614	-0.712006	-1.02455	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.259688
5.52369	-12.6069	-2.66391	-0.745427	-0.999775	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0.355124
5.41319	-12.5015	-2.67587	-0.799662	-0.998367	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.166092
5.29149	-12.4077	-2.6959	-0.835187	-0.977933	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0.198267
5.18311	-12.2934	-2.7945	-0.884239	-0.975129	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0.426273
5.04056	-12.2011	-2.82976	-0.895467	-0.9303	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	0.884242
4.96735	-12.1133	-2.53126	-0.939296	-0.917979	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	1.84727
4.87141	-12.0095	-2.53996	-0.974846	-0.902214	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0.108955
4.76555	-11.8574	-2.92774	-1.02185	-0.903501	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	3.29094
4.66859	-11.7294	-2.93148	-1.05622	-0.887368	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0.113541
4.61582	-11.621	-2.55831	-1.10696	-0.886254	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	3.50469
4.5489	-11.5053	-2.54817	-1.14642	-0.876829	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0.0804216
4.45832	-11.3206	-3.04641	-1.18699	-0.868883	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	4.90194
4.41728	-11.1599	-3.03866	-1.24865	-0.883802	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0.095455
4.41045	-11.0634	-2.5254	-1.31389	-0.905018	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	5.42079
4.37389	-10.9347	-2.5177	-1.35841	-0.899603	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0.0231025
4.36297	-10.814	-2.32656	-1.41934	-0.913621	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	1.06586
4.37139	-10.6773	-2.33626	-1.49031	-0.935438	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0.212271
4.35207	-10.5288	-2.61804	-1.52499	-0.917697	4.45256	-10.5332	4.45	-10.5	0	3.00113	1.98719
4.37906	-10.3837	-2.64238	-1.59677	-0.944895	4.44692	-10.3512	4.45	-10.35	0	3.00113	0.362814
4.39317	-10.2413	-2.63517	-1.65374	-0.955977	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0.726183
4.45212	-10.089	-2.68561	-1.73951	-0.995967	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0.812
4.48137	-9.94548	-2.74914	-1.78988	-0.994222	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0.260843
4.55839	-9.79118	-2.81485	-1.87487	-1.0313	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0.748132
4.64871	-9.66788	-2.55209	-1.98986	-1.11272	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	4.28195
4.71994	-9.53946	-2.5674	-2.05842	-1.12056	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0.0372289
4.76289	-9.39243	-2.74589	-2.07463	-1.05577	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	2.20165
4.85095	-9.25844	-2.76926	-2.14	-1.06323	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0.0395355
4.91805	-9.11177	-2.87935	-2.16511	-1.01519	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	1.04821
5.02292	-8.97615	-2.91472	-2.22737	-1.02172	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0.0480509
5.09605	-8.82561	-3.01861	-2.23663	-0.95299	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	1.81317
5.22546	-8.67958	-3.09821	-2.29744	-0.961312	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0.187347
5.35087	-8.5605	-3.08689	-2.36291	-0.980672	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0.128997
5.46208	-8.44733	-3.05877	-2.4109	-0.974885	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0.0588103
5.52469	-8.32156	-3.00765	-2.39166	-0.860841	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	4.46215
5.61374	-8.22765	-2.90701	-2.4293	-0.851748	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	0.351843
5.75622	-8.14361	-2.8997	-2.50686	-0.901627	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	1.03786
5.87805	-8.05021	-2.88521	-2.55186	-0.897199	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	0.0572958
5.91175	-7.94363	-2.63271	-2.5	-0.726283	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	12.1157
6.04527	-7.82886	-2.72077	-2.53143	-0.716912	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	0.375792
6.14133	-7.73285	-2.65426	-2.53467	-0.654507	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	1.84476
6.26636	-7.62949	-2.70001	-2.56081	-0.644185	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	0.272878
6.35424	-7.53276	-2.5903	-2.55019	-0.566215	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	2.70404
6.4741	-7.43263	-2.62777	-2.56964	-0.554047	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	0.326718
6.59693	-7.34853	-2.6303	-2.59187	-0.540263	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	0.145109
6.74156	-7.23593	-2.73723	-2.60634	-0.523495	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	0.562398
6.82749	-7.14241	-2.5721	-2.58559	-0.442	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	2.95257
6.96636	-7.03669	-2.66276	-2.59652	-0.42711	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	0.374393
7.09406	-6.9622	-2.71817	-2.6217	-0.435068	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	0.171742
7.23729	-6.8514	-2.84043	-2.62424	-0.413555	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	0.730042
7.27028	-6.74853	-2.46467	-2.55007	-0.258692	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	11.9399
7.37516	-6.64529	-2.52328	-2.5429	-0.237672	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	0.729678
7.57346	-6.59817	-2.85437	-2.6467	-0.384924	7.67988	-6.69347	7.5	-6.55	2.72747	0	12.7843
7.6909	-6.54018	-2.78427	-2.67135	-0.389743	7.64389	-6.55777	7.65	-6.55	2.72745	0	0.167801
7.77297	-6.47273	-2.47664	-2.65044	-0.314761	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	4.72695
7.88686	-6.3938	-2.4837	-2.65661	-0.303506	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	0.25155
8.03603	-6.32905	-2.65672	-2.69418	-0.341434	7.9171	-6.24084	8	-6.3	2.72648	0.908821	1.71175
8.16521	-6.25843	-2.66168	-2.70698	-0.335308	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	0.0622772
8.20464	-6.18668	-2.12182	-2.65397	-0.215224	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	12.0092
8.33421	-6.07884	-2.24854	-2.63678	-0.182772	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	0.97882
8.50121	-6.01255	-2.59467	-2.68272	-0.246645	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	5.32072
8.63924	-5.92464	-2.64924	-2.68166	-0.230542	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	0.222427
8.72399	-5.84666	-2.38792	-2.65172	-0.163221	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	3.01853
8.85349	-5.74492	-2.46958	-2.63658	-0.136911	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	0.555397
8.99004	-5.66722	-2.59517	-2.64877	-0.150341	8.91028	-5.47662	9	-5.55	2.73109	1.82073	0.954992
9.13121	-5.55656	-2.68623	-2.63113	-0.122055	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	0.605211
9.22876	-5.47017	-2.49443	-2.60168	-0.0654591	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	2.08262
9.35314	-5.35807	-2.56625	-2.57899	-0.0374944	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	0.621997
9.48759	-5.27326	-2.66879	-2.58604	-0.0497502	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	0.555225
9.62962	-5.14596	-2.77667	-2.56026	-0.0187629	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	0.705235
9.67318	-5.04801	-2.35446	-2.48461	0.103731	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	9.83803
9.77133	-4.93709	-2.42436	-2.45598	0.128446	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	0.527882
9.87325	-4.84636	-2.40772	-2.44102	0.140789	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	0.174722
9.97184	-4.73279	-2.44935	-2.41524	0.159407	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	0.359165
10.0746	-4.63718	-2.45913	-2.40284	0.164453	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	0.0687893
10.1747	-4.51419	-2.51561	-2.37485	0.184245	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	0.367563
10.3253	-4.41795	-2.78527	-2.41498	0.103837	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	4.19157
10.4462	-4.29232	-2.84084	-2.3981	0.115957	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	0.133641
10.465	-4.1731	-2.35498	-2.29232	0.271793	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	12.9963
10.5589	-4.03246	-2.45168	-2.25678	0.294052	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	0.442707
10.6433	-3.91703	-2.46538	-2.23326	0.303482	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	0.131748
10.7432	-3.75306	-2.60856	-2.19382	0.328337	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	0.708997
10.8554	-3.63561	-2.73733	-2.20852	0.27566	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	1.49263
10.9452	-3.49797	-2.7739	-2.18606	0.283398	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	0.0636638
10.9842	-3.36297	-2.58726	-2.11216	0.37446	11.0183	-3.30073	11	-3.3	0.908549	2.72563	3.67189
11.0638	-3.20527	-2.67613	-2.07907	0.388091	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	0.249564
11.1129	-3.06711	-2.6205	-2.02912	0.432245	11.1054	-3.01303	11.1	-3	0.90888	2.72663	0.821791
11.173	-2.9059	-2.69105	-1.99136	0.446823	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	0.271642
11.2209	-2.76284	-2.68085	-1.95221	0.468236	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	0.208866
11.2729	-2.59485	-2.75498	-1.91488	0.480302	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	0.228222
11.2306	-2.4258	-2.57823	-1.75514	0.697674	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	19.9024
11.2393	-2.27194	-2.60102	-1.70436	0.709811	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	0.317385
11.3325	-2.19093	-2.45515	-1.79383	0.499355	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	18.5789
11.3625	-2.02577	-2.54537	-1.76048	0.504987	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	0.217557
11.3556	-1.87521	-2.54286	-1.69219	0.566146	11.224	-1.77367	11.35	-1.8	0	2.71996	1.63932
11.3726	-1.70021	-2.64066	-1.65645	0.570601	11.3661	-1.64386	11.35	-1.65	0	2.71993	0.232104
11.3703	-1.54759	-2.65947	-1.61056	0.591444	11.2691	-1.47976	11.35	-1.5	0	2.73448	0.286933
11.3687	-1.38057	-2.71565	-1.57255	0.59684	11.3391	-1.34511	11.35	-1.35	0	2.73446	0.135392
11.2637	-1.20882	-2.86706	-1.39996	0.826091	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	20.2428
11.2216	-1.06001	-2.88753	-1.34868	0.835652	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	0.272042
11.1551	-0.90173	-2.99572	-1.27263	0.887924	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	1.4007
11.1006	-0.75387	-3.01255	-1.22377	0.891973	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	0.0757114
10.9965	-0.580094	-3.19777	-1.12853	0.966387	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	2.73477
10.9031	-0.469592	-3.08213	-1.05807	0.98607	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	0.650253
10.813	-0.332544	-3.08027	-0.998022	0.995345	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	0.154193
10.7083	-0.25075	-2.94393	-0.921055	1.02152	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	0.838313
10.5396	-0.0936484	-3.47441	-0.815893	1.1179	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	9.9736
10.4055	-0.0394616	-3.33049	-0.727472	1.15605	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	1.36009
10.3053	0.0341082	-3.08501	-0.675553	1.13883	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	1.51418
10.1753	0.0704904	-2.98077	-0.588753	1.17393	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	0.978573
10.0796	0.118352	-2.71147	-0.531182	1.16433	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	1.63672
9.95633	0.144547	-2.65254	-0.449564	1.19143	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	0.547798
9.81032	0.201092	-2.86322	-0.380762	1.20823	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	1.64147
9.67329	0.188632	-2.78614	-0.281101	1.25373	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	1.46057
9.52454	0.220354	-2.90219	-0.212617	1.26275	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	0.570399
9.37425	0.216526	-2.88787	-0.12658	1.2883	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	0.457245
9.28285	0.198448	-2.39535	-0.0415295	1.30177	9.46113	0.134275	9.25	0.15	-1.81915	0	5.17408
9.14918	0.188976	-2.3947	0.0382222	1.3108	9.13787	0.161547	9.15	0.15	-1.81913	0	0.0530462
8.99384	0.194847	-2.7001	0.0905808	1.29617	9.02723	0.196492	9	0.2	-2.99927	0.99976	2.05482
8.85337	0.197445	-2.7165	0.141352	1.27993	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	0.225882
8.699	0.186394	-2.87614	0.192104	1.26426	8.67607	0.247512	8.7	0.25	-2.99873	0	0.678006
8.55812	0.179431	-2.87366	0.235517	1.2422	8.54916	0.247046	8.55	0.25	-2.99871	0	0.282021
8.41711	0.148084	-2.7956	0.297974	1.23667	8.44086	0.253341	8.4	0.25	-2.72872	0	0.315811
8.26639	0.143067	-2.78466	0.329822	1.19666	8.2302	0.258614	8.25	0.25	-2.72871	0	0.892615
8.1144	0.110911	-2.94671	0.367681	1.16985	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	0.913722
7.97431	0.0746324	-2.94023	0.409508	1.15142	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	0.212345
7.81846	0.0350251	-3.10283	0.437823	1.11507	7.82213	0.149733	7.8	0.15	-3.00101	0	1.23511
7.6748	0.0185439	-3.06069	0.452677	1.07028	7.63383	0.15164	7.65	0.15	-3.00099	0	1.18685
7.53089	-0.0373106	-3.00043	0.497811	1.05628	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	0.484492
7.38499	-0.0653613	-2.94225	0.51568	1.01228	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	1.14154
7.27765	-0.123746	-2.75469	0.566594	1.01832	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	1.45224
7.16423	-0.159012	-2.69786	0.588773	0.986944	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	0.671674
6.98882	-0.228128	-3.01019	0.600225	0.927731	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	4.01172
6.85804	-0.29655	-2.96222	0.632982	0.907555	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	0.296854
6.80899	-0.393639	-2.48775	0.733452	0.993262	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	8.30004
6.72537	-0.46767	-2.45812	0.77769	0.987225	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	0.0716072
6.62587	-0.550196	-2.57027	0.808126	0.957877	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	0.932357
6.54204	-0.639115	-2.55514	0.853079	0.954591	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	0.0164847
6.49226	-0.75775	-2.37575	0.949152	1.02797	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	3.34396
6.42677	-0.883908	-2.43545	1.01695	1.04598	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	0.37449
6.38078	-1.01706	-2.41125	1.10668	1.10044	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	1.23993
6.33078	-1.15776	-2.48856	1.17794	1.11792	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	0.47641
6.32747	-1.33183	-2.51924	1.31702	1.2402	6.5527	-1.43518	6.35	-1.4	0	-3.00132	5.61516
6.30643	-1.47959	-2.58163	1.39253	1.2541	6.35503	-1.55184	6.35	-1.55	0	-3.00129	0.431993
6.28697	-1.62101	-2.5831	1.4613	1.25272	6.33086	-1.6454	6.35	-1.65	0	-1.81769	0.0345176
6.2891	-1.7562	-2.55475	1.53704	1.26036	6.34356	-1.7483	6.35	-1.75	0	-1.81769	0.167745
6.30357	-1.92536	-2.72214	1.63177	1.30949	6.34522	-1.96081	6.35	-1.95	0	-3.99976	1.30638
6.31872	-2.07666	-2.76777	1.70025	1.31132	6.34095	-2.12276	6.35	-2.15	0	-3.99972	0.152005
6.31511	-2.16937	-2.51521	1.72861	1.24943	6.3068	-2.23646	6.35	-2.25	0	-2	2.76371
6.3382	-2.30798	-2.55813	1.78993	1.24661	6.34785	-2.35274	6.35	-2.35	0	-1.99998	0.123616
6.34866	-2.41415	-2.41189	1.83069	1.21206	6.26272	-2.46894	6.35	-2.5	0	-3	1.20998
6.37548	-2.55928	-2.49113	1.8808	1.19804	6.36265	-2.64414	6.35	-2.65	0	-3	0.44377
6.42291	-2.71351	-2.69016	1.94326	1.20778	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	0.958664
6.46899	-2.86594	-2.76079	1.99145	1.19215	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	0.432789
6.53611	-3.03399	-2.98913	2.04835	1.19521	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	1.29825
6.59076	-3.21552	-3.0983	2.07832	1.15919	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	1.37133
6.6328	-3.32352	-2.66572	2.11502	1.11262	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	5.39411
6.69202	-3.4772	-2.71791	2.15056	1.08365	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	0.565375
6.76364	-3.6065	-2.77249	2.19407	1.07226	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	0.285123
6.82262	-3.75299	-2.82188	2.21601	1.0369	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	0.835928
6.88104	-3.86457	-2.60447	2.25168	1.00932	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	2.01301
6.9424	-4.02422	-2.66441	2.26338	0.960698	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	1.48951
6.99168	-4.11233	-2.26128	2.29608	0.931595	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	4.41792
7.04416	-4.24297	-2.29173	2.30768	0.888777	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	1.15456
7.1252	-4.35807	-2.42929	2.33675	0.872914	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	0.951813
7.16785	-4.49895	-2.46301	2.32466	0.812783	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	2.3622
7.28161	-4.64545	-2.87008	2.35067	0.800933	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	4.41245
7.35173	-4.79548	-2.90435	2.34323	0.748869	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	1.6135
7.40479	-4.8821	-2.51246	2.35804	0.718863	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	4.74057
7.45717	-5.02092	-2.53978	2.34213	0.662116	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	1.78054
7.53203	-5.12497	-2.52217	2.35797	0.642962	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	0.645549
7.57449	-5.27687	-2.552	2.32456	0.571613	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	2.78608
7.65785	-5.39087	-2.65506	2.33781	0.556061	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	0.926094
7.72559	-5.52892	-2.68533	2.32489	0.511634	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	1.07802
7.79945	-5.63372	-2.59948	2.33374	0.492428	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	0.783262
7.85044	-5.79139	-2.64179	2.29705	0.425876	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	2.32759
7.93253	-5.90347	-2.72152	2.30723	0.414909	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	0.789826
8.00121	-6.04292	-2.75006	2.29124	0.375146	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	0.825346
8.06034	-6.13269	-2.47312	2.29529	0.356331	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	2.33489
8.11429	-6.26311	-2.49464	2.27434	0.314738	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	0.87299
8.2249	-6.40037	-2.89767	2.28718	0.315171	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	4.2161
8.29841	-6.55053	-2.93282	2.26635	0.275847	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	0.852391
8.35405	-6.64178	-2.4517	2.26466	0.252517	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	5.88653
8.40853	-6.78369	-2.47197	2.23838	0.209735	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	0.852919
8.50288	-6.91059	-2.66465	2.24442	0.206358	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	1.37738
8.54932	-7.05699	-2.68653	2.20985	0.15878	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	1.11361
8.62568	-7.17188	-2.77461	2.21323	0.155339	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	0.989299
8.69109	-7.30219	-2.78534	2.20003	0.133053	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	0.242249
8.77685	-7.42935	-2.86275	2.20206	0.128847	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	0.313998
8.83105	-7.5804	-2.88679	2.17204	0.0899168	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	0.723394
8.87524	-7.67392	-2.54491	2.16053	0.0679644	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	3.11428
8.91873	-7.8002	-2.5501	2.13729	0.0396312	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	0.432346
9.03314	-7.96271	-3.06586	2.14933	0.056733	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	6.65174
9.09735	-8.1121	-3.08177	2.13004	0.0330427	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	0.268024
9.13882	-8.21046	-2.70768	2.11457	0.00851218	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	3.5994
9.19419	-8.33617	-2.71066	2.1016	-0.00582089	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	0.110616
9.264	-8.46309	-2.64341	2.09709	-0.0114956	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	0.286502
9.31294	-8.60877	-2.65584	2.07275	-0.0367526	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	0.303732
9.36796	-8.72976	-2.60106	2.06375	-0.0446595	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	0.546925
9.40827	-8.8866	-2.63198	2.03088	-0.0769928	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	0.486729
9.48702	-9.03738	-2.89545	2.03206	-0.0673917	9.47941	-9.179	9.4	-9.1	0.999765	-2.99935	1.64565
9.51943	-9.19346	-2.91672	1.99749	-0.100589	9.44272	-9.24111	9.45	-9.25	0.999774	-2.99934	0.525879
9.54914	-9.30693	-2.54378	1.97145	-0.130755	9.53008	-9.38561	9.5	-9.35	0.908962	-1.81792	3.47409
9.59576	-9.43791	-2.5426	1.9588	-0.136519	9.5752	-9.43724	9.55	-9.45	0.908954	-1.8179	0.0251394
9.64763	-9.5722	-2.57441	1.94999	-0.13736	9.60163	-9.60777	9.6	-9.6	0.909988	-2.72996	0.0415512
9.67787	-9.72216	-2.59484	1.92129	-0.159774	9.62903	-9.75552	9.65	-9.75	0.909971	-2.72993	0.229177
9.73456	-9.87195	-2.73094	1.91646	-0.152685	9.69155	-9.89958	9.7	-9.9	0.907972	-2.7239	0.419781
9.77197	-10.0248	-2.74544	1.89546	-0.16604	9.74482	-10.046	9.75	-10.05	0.907972	-2.72391	0.0786106
9.79448	-10.1419	-2.50754	1.87101	-0.187822	9.69256	-10.1336	9.75	-10.2	0	-2.73106	1.33765
9.8076	-10.2996	-2.54453	1.83365	-0.2165	9.75264	-10.3488	9.75	-10.35	0	-2.73105	0.364058
9.86522	-10.4628	-2.89832	1.8397	-0.189607	9.82419	-10.5024	9.8	-10.5	1	-2.99999	3.07145
9.88095	-10.6203	-2.9239	1.80948	-0.211646	9.83234	-10.6514	9.85	-10.65	0.999994	-2.99996	0.219693
9.90312	-10.7529	-2.83834	1.79031	-0.223498	9.825	-10.7525	9.85	-10.8	0	-3.00047	0.249454
9.90613	-10.9154	-2.87765	1.75352	-0.250916	9.85033	-10.9603	9.85	-10.95	0	-3.00048	0.342695
9.89382	-11.0155	-2.44633	1.70642	-0.303665	9.91881	-11.1448	9.85	-11.05	0	-1.9956	5.97537
9.89553	-11.1438	-2.45765	1.67985	-0.315681	9.86057	-11.1502	9.85	-11.15	0	-1.99559	0.0790885
9.90573	-11.2777	-2.45898	1.66047	-0.317726	9.83851	-11.2795	9.85	-11.3	0	-2.73184	0.0356975
9.89319	-11.4273	-2.48787	1.62287	-0.339011	9.83839	-11.4483	9.85	-11.45	0	-2.73182	0.22342
9.89297	-11.5513	-2.47617	1.60122	-0.344493	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	0.0688556
9.85384	-11.7043	-2.53777	1.54768	-0.382794	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	0.752007
9.85359	-11.8587	-2.64908	1.53381	-0.37066	9.77699	-11.9246	9.75	-11.9	0	-2.73084	0.389479
